<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.02.10	02:45:00	1.21125	1.21156	1.21121	1.21146	345	0	0
2021.02.10	03:00:00	1.21147	1.21167	1.21088	1.21091	396	0	0
2021.02.10	03:15:00	1.21090	1.21124	1.21090	1.21110	372	0	0
2021.02.10	03:30:00	1.21112	1.21135	1.21089	1.21133	475	0	0
2021.02.10	03:45:00	1.21134	1.21182	1.21131	1.21159	395	0	0
2021.02.10	04:00:00	1.21160	1.21188	1.21158	1.21178	231	0	0
2021.02.10	04:15:00	1.21178	1.21196	1.21170	1.21180	233	0	0
2021.02.10	04:30:00	1.21182	1.21267	1.21182	1.21250	514	0	0
2021.02.10	04:45:00	1.21250	1.21263	1.21236	1.21246	241	0	0
2021.02.10	05:00:00	1.21247	1.21285	1.21244	1.21282	381	0	0
2021.02.10	05:15:00	1.21283	1.21298	1.21270	1.21283	241	0	0
2021.02.10	05:30:00	1.21284	1.21294	1.21270	1.21281	179	0	0
2021.02.10	05:45:00	1.21281	1.21287	1.21262	1.21272	177	0	0
2021.02.10	06:00:00	1.21271	1.21285	1.21263	1.21276	155	0	0
2021.02.10	06:15:00	1.21275	1.21300	1.21268	1.21295	189	0	0
2021.02.10	06:30:00	1.21298	1.21300	1.21283	1.21291	170	0	0
2021.02.10	06:45:00	1.21292	1.21293	1.21282	1.21289	125	0	0
2021.02.10	07:00:00	1.21288	1.21291	1.21261	1.21272	116	0	0
2021.02.10	07:15:00	1.21272	1.21272	1.21245	1.21257	197	0	0
2021.02.10	07:30:00	1.21257	1.21279	1.21252	1.21267	272	0	0
2021.02.10	07:45:00	1.21267	1.21273	1.21244	1.21244	187	0	0
2021.02.10	08:00:00	1.21244	1.21271	1.21243	1.21252	241	0	0
2021.02.10	08:15:00	1.21252	1.21252	1.21230	1.21230	262	0	0
2021.02.10	08:30:00	1.21230	1.21266	1.21230	1.21249	159	0	0
2021.02.10	08:45:00	1.21246	1.21275	1.21238	1.21274	202	0	0
2021.02.10	09:00:00	1.21275	1.21275	1.21227	1.21260	439	0	0
2021.02.10	09:15:00	1.21261	1.21303	1.21236	1.21295	412	0	0
2021.02.10	09:30:00	1.21295	1.21337	1.21289	1.21307	529	0	0
2021.02.10	09:45:00	1.21308	1.21328	1.21284	1.21304	408	0	0
2021.02.10	10:00:00	1.21307	1.21347	1.21229	1.21277	835	0	0
2021.02.10	10:15:00	1.21277	1.21318	1.21262	1.21316	543	0	0
2021.02.10	10:30:00	1.21315	1.21400	1.21289	1.21378	899	0	0
2021.02.10	10:45:00	1.21378	1.21440	1.21366	1.21393	855	0	0
2021.02.10	11:00:00	1.21392	1.21392	1.21268	1.21300	951	0	0
2021.02.10	11:15:00	1.21300	1.21308	1.21233	1.21233	687	0	0
2021.02.10	11:30:00	1.21234	1.21266	1.21141	1.21189	1103	0	0
2021.02.10	11:45:00	1.21189	1.21255	1.21184	1.21194	1108	0	0
2021.02.10	12:00:00	1.21194	1.21248	1.21193	1.21205	855	0	0
2021.02.10	12:15:00	1.21206	1.21272	1.21171	1.21249	576	0	0
2021.02.10	12:30:00	1.21250	1.21279	1.21223	1.21242	563	0	0
2021.02.10	12:45:00	1.21244	1.21269	1.21225	1.21247	452	0	0
2021.02.10	13:00:00	1.21248	1.21277	1.21242	1.21274	446	0	0
2021.02.10	13:15:00	1.21275	1.21307	1.21262	1.21273	373	0	0
2021.02.10	13:30:00	1.21271	1.21282	1.21221	1.21250	359	0	0
2021.02.10	13:45:00	1.21251	1.21274	1.21235	1.21240	303	0	0
2021.02.10	14:00:00	1.21240	1.21240	1.21152	1.21167	734	0	0
2021.02.10	14:15:00	1.21171	1.21221	1.21145	1.21159	631	0	0
2021.02.10	14:30:00	1.21160	1.21167	1.21135	1.21152	482	0	0
2021.02.10	14:45:00	1.21152	1.21185	1.21131	1.21165	736	0	0
2021.02.10	15:00:00	1.21167	1.21276	1.21144	1.21271	969	0	0
2021.02.10	15:15:00	1.21271	1.21274	1.21229	1.21234	550	0	0
2021.02.10	15:30:00	1.21235	1.21395	1.21235	1.21329	2189	0	0
2021.02.10	15:45:00	1.21329	1.21362	1.21280	1.21284	929	0	0
2021.02.10	16:00:00	1.21284	1.21368	1.21254	1.21315	1006	0	0
2021.02.10	16:15:00	1.21319	1.21378	1.21293	1.21374	718	0	0
2021.02.10	16:30:00	1.21375	1.21392	1.21272	1.21306	1425	0	0
2021.02.10	16:45:00	1.21305	1.21320	1.21241	1.21243	797	0	0
2021.02.10	17:00:00	1.21241	1.21395	1.21230	1.21367	1057	0	0
2021.02.10	17:15:00	1.21366	1.21374	1.21247	1.21300	1539	0	0
2021.02.10	17:30:00	1.21300	1.21382	1.21277	1.21297	1708	0	0
2021.02.10	17:45:00	1.21297	1.21332	1.21250	1.21309	1332	0	0
2021.02.10	18:00:00	1.21310	1.21363	1.21289	1.21353	827	0	0
2021.02.10	18:15:00	1.21353	1.21361	1.21295	1.21345	734	0	0
2021.02.10	18:30:00	1.21347	1.21349	1.21298	1.21301	591	0	0
2021.02.10	18:45:00	1.21301	1.21335	1.21300	1.21311	425	0	0
2021.02.10	19:00:00	1.21310	1.21316	1.21261	1.21295	644	0	0
2021.02.10	19:15:00	1.21295	1.21340	1.21272	1.21325	657	0	0
2021.02.10	19:30:00	1.21324	1.21346	1.21318	1.21320	415	0	0
2021.02.10	19:45:00	1.21320	1.21384	1.21320	1.21380	688	0	0
2021.02.10	20:00:00	1.21380	1.21380	1.21335	1.21340	417	0	0
2021.02.10	20:15:00	1.21340	1.21349	1.21308	1.21311	302	0	0
2021.02.10	20:30:00	1.21312	1.21341	1.21309	1.21309	290	0	0
2021.02.10	20:45:00	1.21309	1.21309	1.21280	1.21297	332	0	0
2021.02.10	21:00:00	1.21295	1.21318	1.21286	1.21295	463	0	0
2021.02.10	21:15:00	1.21295	1.21299	1.21246	1.21250	361	0	0
2021.02.10	21:30:00	1.21250	1.21295	1.21246	1.21273	392	0	0
2021.02.10	21:45:00	1.21271	1.21290	1.21261	1.21290	371	0	0
2021.02.10	22:00:00	1.21290	1.21290	1.21253	1.21255	405	0	0
2021.02.10	22:15:00	1.21256	1.21268	1.21240	1.21265	287	0	0
2021.02.10	22:30:00	1.21264	1.21267	1.21200	1.21218	327	0	0
2021.02.10	22:45:00	1.21217	1.21217	1.21186	1.21198	405	0	0
2021.02.10	23:00:00	1.21198	1.21220	1.21192	1.21195	248	0	0
2021.02.10	23:15:00	1.21194	1.21198	1.21174	1.21179	149	0	0
2021.02.10	23:30:00	1.21176	1.21194	1.21166	1.21175	202	0	0
2021.02.10	23:45:00	1.21175	1.21195	1.21170	1.21172	279	0	0
2021.02.11	00:00:00	1.21172	1.21199	1.21166	1.21173	272	0	3
2021.02.11	00:15:00	1.21174	1.21192	1.21171	1.21179	240	0	5
2021.02.11	00:30:00	1.21180	1.21190	1.21175	1.21183	112	0	7
2021.02.11	00:45:00	1.21183	1.21190	1.21174	1.21184	65	0	6
2021.02.11	01:00:00	1.21191	1.21198	1.21189	1.21191	217	0	1
2021.02.11	01:15:00	1.21190	1.21196	1.21181	1.21189	258	0	0
2021.02.11	01:30:00	1.21189	1.21192	1.21171	1.21177	342	0	0
2021.02.11	01:45:00	1.21176	1.21191	1.21163	1.21190	96	0	0
2021.02.11	02:00:00	1.21190	1.21200	1.21180	1.21180	225	0	1
2021.02.11	02:15:00	1.21180	1.21186	1.21160	1.21174	238	0	0
2021.02.11	02:30:00	1.21174	1.21178	1.21137	1.21146	232	0	0
2021.02.11	02:45:00	1.21148	1.21155	1.21135	1.21141	229	0	0
2021.02.11	03:00:00	1.21142	1.21160	1.21142	1.21147	194	0	0
2021.02.11	03:15:00	1.21147	1.21158	1.21138	1.21153	189	0	0
2021.02.11	03:30:00	1.21153	1.21175	1.21139	1.21147	222	0	0
2021.02.11	03:45:00	1.21147	1.21175	1.21143	1.21173	278	0	0
2021.02.11	04:00:00	1.21172	1.21196	1.21168	1.21195	262	0	0
2021.02.11	04:15:00	1.21194	1.21197	1.21175	1.21175	236	0	0
2021.02.11	04:30:00	1.21175	1.21194	1.21171	1.21192	206	0	0
2021.02.11	04:45:00	1.21193	1.21206	1.21191	1.21200	123	0	0
2021.02.11	05:00:00	1.21201	1.21220	1.21189	1.21194	152	0	0
2021.02.11	05:15:00	1.21194	1.21198	1.21180	1.21195	179	0	0
2021.02.11	05:30:00	1.21195	1.21203	1.21178	1.21197	173	0	0
2021.02.11	05:45:00	1.21200	1.21218	1.21186	1.21208	221	0	0
2021.02.11	06:00:00	1.21209	1.21252	1.21209	1.21246	265	0	0
2021.02.11	06:15:00	1.21247	1.21249	1.21231	1.21237	213	0	0
2021.02.11	06:30:00	1.21237	1.21239	1.21223	1.21225	188	0	0
2021.02.11	06:45:00	1.21225	1.21232	1.21216	1.21216	90	0	0
2021.02.11	07:00:00	1.21216	1.21237	1.21214	1.21225	100	0	0
2021.02.11	07:15:00	1.21225	1.21267	1.21225	1.21257	159	0	0
2021.02.11	07:30:00	1.21258	1.21273	1.21257	1.21268	160	0	0
2021.02.11	07:45:00	1.21268	1.21278	1.21258	1.21265	199	0	0
2021.02.11	08:00:00	1.21265	1.21291	1.21261	1.21274	214	0	0
2021.02.11	08:15:00	1.21275	1.21283	1.21261	1.21264	133	0	0
2021.02.11	08:30:00	1.21264	1.21287	1.21264	1.21279	147	0	0
2021.02.11	08:45:00	1.21280	1.21301	1.21277	1.21294	169	0	0
2021.02.11	09:00:00	1.21295	1.21326	1.21267	1.21282	400	0	0
2021.02.11	09:15:00	1.21282	1.21311	1.21270	1.21304	370	0	0
2021.02.11	09:30:00	1.21304	1.21304	1.21250	1.21267	476	0	0
2021.02.11	09:45:00	1.21267	1.21292	1.21217	1.21233	516	0	0
2021.02.11	10:00:00	1.21233	1.21263	1.21195	1.21196	1049	0	0
2021.02.11	10:15:00	1.21197	1.21238	1.21180	1.21227	723	0	0
2021.02.11	10:30:00	1.21227	1.21257	1.21209	1.21240	616	0	0
2021.02.11	10:45:00	1.21240	1.21253	1.21197	1.21235	515	0	1
2021.02.11	11:00:00	1.21235	1.21318	1.21220	1.21307	748	0	1
2021.02.11	11:15:00	1.21308	1.21361	1.21291	1.21342	745	0	1
2021.02.11	11:30:00	1.21342	1.21342	1.21254	1.21274	700	0	1
2021.02.11	11:45:00	1.21274	1.21318	1.21274	1.21303	565	0	1
2021.02.11	12:00:00	1.21303	1.21305	1.21232	1.21249	650	0	1
2021.02.11	12:15:00	1.21248	1.21291	1.21240	1.21268	490	0	1
2021.02.11	12:30:00	1.21267	1.21295	1.21257	1.21285	562	0	1
2021.02.11	12:45:00	1.21285	1.21289	1.21237	1.21238	395	0	1
2021.02.11	13:00:00	1.21237	1.21244	1.21211	1.21219	462	0	1
2021.02.11	13:15:00	1.21216	1.21273	1.21214	1.21268	479	0	1
2021.02.11	13:30:00	1.21268	1.21299	1.21263	1.21295	481	0	1
2021.02.11	13:45:00	1.21296	1.21313	1.21268	1.21273	555	0	1
2021.02.11	14:00:00	1.21272	1.21319	1.21270	1.21293	701	0	1
2021.02.11	14:15:00	1.21293	1.21309	1.21279	1.21302	444	0	1
2021.02.11	14:30:00	1.21305	1.21329	1.21298	1.21312	572	0	1
2021.02.11	14:45:00	1.21313	1.21353	1.21299	1.21350	711	0	1
2021.02.11	15:00:00	1.21350	1.21493	1.21337	1.21469	1157	0	1
2021.02.11	15:15:00	1.21469	1.21470	1.21438	1.21458	756	0	1
2021.02.11	15:30:00	1.21460	1.21483	1.21412	1.21426	838	0	1
2021.02.11	15:45:00	1.21426	1.21473	1.21409	1.21436	769	0	1
2021.02.11	16:00:00	1.21436	1.21444	1.21343	1.21373	1267	0	1
2021.02.11	16:15:00	1.21373	1.21385	1.21316	1.21356	895	0	1
2021.02.11	16:30:00	1.21357	1.21449	1.21352	1.21432	1293	0	1
2021.02.11	16:45:00	1.21435	1.21449	1.21319	1.21348	1299	0	1
2021.02.11	17:00:00	1.21348	1.21408	1.21346	1.21396	989	0	1
2021.02.11	17:15:00	1.21394	1.21428	1.21364	1.21386	839	0	1
2021.02.11	17:30:00	1.21387	1.21434	1.21357	1.21384	962	0	1
2021.02.11	17:45:00	1.21385	1.21403	1.21281	1.21296	1182	0	1
2021.02.11	18:00:00	1.21295	1.21327	1.21275	1.21300	934	0	1
2021.02.11	18:15:00	1.21300	1.21303	1.21277	1.21289	548	0	1
2021.02.11	18:30:00	1.21289	1.21294	1.21214	1.21275	699	0	1
2021.02.11	18:45:00	1.21275	1.21277	1.21245	1.21262	1012	0	1
2021.02.11	19:00:00	1.21263	1.21281	1.21247	1.21267	727	0	1
2021.02.11	19:15:00	1.21267	1.21271	1.21216	1.21221	1155	0	1
2021.02.11	19:30:00	1.21221	1.21287	1.21219	1.21276	1063	0	1
2021.02.11	19:45:00	1.21275	1.21291	1.21248	1.21271	844	0	1
2021.02.11	20:00:00	1.21272	1.21296	1.21231	1.21293	860	0	1
2021.02.11	20:15:00	1.21293	1.21331	1.21272	1.21312	518	0	1
2021.02.11	20:30:00	1.21312	1.21323	1.21258	1.21267	512	0	1
2021.02.11	20:45:00	1.21267	1.21310	1.21267	1.21307	399	0	1
2021.02.11	21:00:00	1.21306	1.21314	1.21265	1.21270	530	0	1
2021.02.11	21:15:00	1.21271	1.21314	1.21264	1.21310	485	0	1
2021.02.11	21:30:00	1.21310	1.21310	1.21269	1.21303	440	0	1
2021.02.11	21:45:00	1.21302	1.21316	1.21295	1.21307	417	0	1
2021.02.11	22:00:00	1.21307	1.21340	1.21294	1.21336	265	0	1
2021.02.11	22:15:00	1.21336	1.21348	1.21325	1.21346	421	0	1
2021.02.11	22:30:00	1.21347	1.21368	1.21331	1.21358	280	0	1
2021.02.11	22:45:00	1.21359	1.21372	1.21323	1.21325	381	0	1
2021.02.11	23:00:00	1.21326	1.21326	1.21303	1.21321	371	0	1
2021.02.11	23:15:00	1.21321	1.21326	1.21306	1.21322	230	0	1
2021.02.11	23:30:00	1.21324	1.21330	1.21316	1.21321	202	0	1
2021.02.11	23:45:00	1.21322	1.21330	1.21281	1.21303	341	0	1
2021.02.12	00:00:00	1.21303	1.21322	1.21262	1.21321	250	0	10
2021.02.12	00:15:00	1.21321	1.21335	1.21295	1.21302	334	0	2
2021.02.12	00:30:00	1.21302	1.21334	1.21299	1.21314	235	0	2
2021.02.12	00:45:00	1.21314	1.21349	1.21308	1.21315	113	0	2
2021.02.12	01:00:00	1.21315	1.21324	1.21296	1.21303	338	0	1
2021.02.12	01:15:00	1.21304	1.21311	1.21276	1.21285	275	0	1
2021.02.12	01:30:00	1.21285	1.21301	1.21277	1.21295	192	0	1
2021.02.12	01:45:00	1.21295	1.21312	1.21295	1.21305	258	0	1
2021.02.12	02:00:00	1.21305	1.21331	1.21294	1.21323	576	0	1
2021.02.12	02:15:00	1.21324	1.21330	1.21316	1.21324	443	0	1
2021.02.12	02:30:00	1.21323	1.21332	1.21307	1.21323	361	0	1
2021.02.12	02:45:00	1.21323	1.21325	1.21247	1.21287	857	0	1
2021.02.12	03:00:00	1.21287	1.21304	1.21273	1.21277	521	0	1
2021.02.12	03:15:00	1.21276	1.21298	1.21267	1.21292	311	0	1
2021.02.12	03:30:00	1.21291	1.21297	1.21274	1.21284	353	0	1
2021.02.12	03:45:00	1.21284	1.21284	1.21250	1.21273	462	0	1
2021.02.12	04:00:00	1.21271	1.21271	1.21228	1.21247	498	0	1
2021.02.12	04:15:00	1.21246	1.21246	1.21216	1.21236	527	0	1
2021.02.12	04:30:00	1.21235	1.21240	1.21220	1.21223	309	0	1
2021.02.12	04:45:00	1.21224	1.21234	1.21186	1.21198	455	0	1
2021.02.12	05:00:00	1.21198	1.21214	1.21191	1.21202	475	0	1
2021.02.12	05:15:00	1.21201	1.21209	1.21190	1.21200	422	0	1
2021.02.12	05:30:00	1.21199	1.21209	1.21196	1.21207	382	0	1
2021.02.12	05:45:00	1.21207	1.21217	1.21192	1.21193	496	0	1
2021.02.12	06:00:00	1.21194	1.21229	1.21193	1.21217	513	0	1
2021.02.12	06:15:00	1.21217	1.21230	1.21217	1.21220	332	0	1
2021.02.12	06:30:00	1.21220	1.21236	1.21220	1.21228	642	0	1
2021.02.12	06:45:00	1.21228	1.21238	1.21221	1.21224	222	0	1
2021.02.12	07:00:00	1.21225	1.21229	1.21218	1.21228	298	0	1
2021.02.12	07:15:00	1.21228	1.21252	1.21227	1.21244	354	0	1
2021.02.12	07:30:00	1.21244	1.21259	1.21235	1.21255	204	0	1
2021.02.12	07:45:00	1.21255	1.21317	1.21254	1.21313	626	0	1
2021.02.12	08:00:00	1.21313	1.21314	1.21261	1.21267	530	0	1
2021.02.12	08:15:00	1.21267	1.21280	1.21260	1.21267	345	0	1
2021.02.12	08:30:00	1.21270	1.21280	1.21243	1.21260	459	0	1
2021.02.12	08:45:00	1.21259	1.21261	1.21237	1.21253	418	0	1
2021.02.12	09:00:00	1.21255	1.21270	1.21212	1.21243	683	0	1
2021.02.12	09:15:00	1.21242	1.21250	1.21227	1.21238	590	0	1
2021.02.12	09:30:00	1.21238	1.21264	1.21219	1.21264	749	0	1
2021.02.12	09:45:00	1.21260	1.21262	1.21122	1.21153	973	0	1
2021.02.12	10:00:00	1.21155	1.21190	1.21104	1.21124	1318	0	1
2021.02.12	10:15:00	1.21121	1.21125	1.21058	1.21086	881	0	1
2021.02.12	10:30:00	1.21086	1.21123	1.21081	1.21096	851	0	1
2021.02.12	10:45:00	1.21097	1.21098	1.21025	1.21030	1145	0	1
2021.02.12	11:00:00	1.21030	1.21089	1.21007	1.21054	1162	0	1
2021.02.12	11:15:00	1.21054	1.21116	1.21003	1.21113	833	0	1
2021.02.12	11:30:00	1.21114	1.21114	1.21036	1.21045	646	0	1
2021.02.12	11:45:00	1.21044	1.21083	1.21020	1.21083	713	0	1
2021.02.12	12:00:00	1.21081	1.21086	1.21044	1.21076	446	0	1
2021.02.12	12:15:00	1.21077	1.21119	1.21072	1.21074	559	0	1
2021.02.12	12:30:00	1.21074	1.21138	1.21066	1.21079	656	0	1
2021.02.12	12:45:00	1.21079	1.21095	1.21052	1.21088	733	0	1
2021.02.12	13:00:00	1.21088	1.21090	1.21010	1.21045	877	0	1
2021.02.12	13:15:00	1.21045	1.21045	1.20966	1.21006	954	0	1
2021.02.12	13:30:00	1.21005	1.21049	1.20998	1.21047	530	0	1
2021.02.12	13:45:00	1.21048	1.21084	1.21047	1.21067	535	0	1
2021.02.12	14:00:00	1.21068	1.21084	1.21057	1.21068	586	0	1
2021.02.12	14:15:00	1.21067	1.21095	1.21025	1.21094	616	0	1
2021.02.12	14:30:00	1.21093	1.21148	1.21085	1.21134	590	0	1
2021.02.12	14:45:00	1.21132	1.21136	1.21105	1.21125	583	0	1
2021.02.12	15:00:00	1.21125	1.21146	1.21077	1.21078	694	0	1
2021.02.12	15:15:00	1.21078	1.21081	1.20940	1.20944	1096	0	1
2021.02.12	15:30:00	1.20944	1.20946	1.20851	1.20900	1204	0	1
2021.02.12	15:45:00	1.20900	1.20904	1.20843	1.20871	810	0	1
2021.02.12	16:00:00	1.20871	1.20924	1.20854	1.20874	935	0	1
2021.02.12	16:15:00	1.20874	1.20896	1.20815	1.20890	908	0	1
