<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.02.09	05:10:00	1.20787	1.20792	1.20779	1.20788	170	0	0
2021.02.09	05:15:00	1.20789	1.20812	1.20786	1.20808	200	0	0
2021.02.09	05:20:00	1.20808	1.20813	1.20786	1.20794	204	0	0
2021.02.09	05:25:00	1.20795	1.20805	1.20778	1.20804	214	0	0
2021.02.09	05:30:00	1.20804	1.20808	1.20792	1.20796	165	0	0
2021.02.09	05:35:00	1.20797	1.20798	1.20770	1.20772	147	0	0
2021.02.09	05:40:00	1.20772	1.20789	1.20769	1.20781	254	0	0
2021.02.09	05:45:00	1.20782	1.20787	1.20774	1.20781	173	0	0
2021.02.09	05:50:00	1.20781	1.20793	1.20774	1.20789	91	0	0
2021.02.09	05:55:00	1.20789	1.20789	1.20759	1.20768	96	0	0
2021.02.09	06:00:00	1.20769	1.20775	1.20755	1.20762	165	0	0
2021.02.09	06:05:00	1.20762	1.20770	1.20761	1.20768	72	0	0
2021.02.09	06:10:00	1.20769	1.20784	1.20766	1.20774	111	0	0
2021.02.09	06:15:00	1.20774	1.20777	1.20765	1.20765	87	0	1
2021.02.09	06:20:00	1.20766	1.20777	1.20764	1.20775	72	0	0
2021.02.09	06:25:00	1.20775	1.20800	1.20774	1.20792	122	0	0
2021.02.09	06:30:00	1.20792	1.20796	1.20786	1.20792	99	0	0
2021.02.09	06:35:00	1.20792	1.20800	1.20786	1.20789	61	0	0
2021.02.09	06:40:00	1.20790	1.20792	1.20782	1.20791	121	0	0
2021.02.09	06:45:00	1.20793	1.20793	1.20779	1.20788	120	0	0
2021.02.09	06:50:00	1.20788	1.20790	1.20773	1.20777	101	0	0
2021.02.09	06:55:00	1.20778	1.20778	1.20755	1.20757	152	0	0
2021.02.09	07:00:00	1.20757	1.20782	1.20757	1.20778	118	0	0
2021.02.09	07:05:00	1.20779	1.20785	1.20770	1.20777	97	0	0
2021.02.09	07:10:00	1.20777	1.20801	1.20776	1.20799	166	0	0
2021.02.09	07:15:00	1.20799	1.20802	1.20789	1.20796	154	0	0
2021.02.09	07:20:00	1.20794	1.20806	1.20791	1.20802	89	0	0
2021.02.09	07:25:00	1.20802	1.20808	1.20780	1.20782	79	0	0
2021.02.09	07:30:00	1.20781	1.20790	1.20780	1.20784	119	0	0
2021.02.09	07:35:00	1.20786	1.20786	1.20769	1.20769	122	0	0
2021.02.09	07:40:00	1.20770	1.20788	1.20762	1.20782	150	0	0
2021.02.09	07:45:00	1.20782	1.20789	1.20774	1.20787	111	0	0
2021.02.09	07:50:00	1.20788	1.20796	1.20777	1.20784	145	0	0
2021.02.09	07:55:00	1.20783	1.20797	1.20776	1.20781	144	0	0
2021.02.09	08:00:00	1.20781	1.20790	1.20760	1.20787	180	0	0
2021.02.09	08:05:00	1.20787	1.20789	1.20777	1.20782	89	0	0
2021.02.09	08:10:00	1.20782	1.20811	1.20780	1.20809	118	0	0
2021.02.09	08:15:00	1.20808	1.20825	1.20806	1.20810	174	0	0
2021.02.09	08:20:00	1.20812	1.20812	1.20786	1.20786	199	0	0
2021.02.09	08:25:00	1.20788	1.20794	1.20765	1.20779	202	0	0
2021.02.09	08:30:00	1.20778	1.20780	1.20756	1.20765	177	0	0
2021.02.09	08:35:00	1.20765	1.20791	1.20765	1.20788	137	0	0
2021.02.09	08:40:00	1.20788	1.20810	1.20785	1.20797	191	0	0
2021.02.09	08:45:00	1.20798	1.20802	1.20784	1.20787	166	0	0
2021.02.09	08:50:00	1.20787	1.20788	1.20761	1.20764	183	0	0
2021.02.09	08:55:00	1.20764	1.20770	1.20744	1.20770	157	0	0
2021.02.09	09:00:00	1.20773	1.20803	1.20768	1.20785	249	0	0
2021.02.09	09:05:00	1.20788	1.20803	1.20766	1.20796	256	0	0
2021.02.09	09:10:00	1.20796	1.20815	1.20784	1.20806	282	0	0
2021.02.09	09:15:00	1.20805	1.20847	1.20801	1.20840	352	0	0
2021.02.09	09:20:00	1.20843	1.20869	1.20820	1.20834	435	0	0
2021.02.09	09:25:00	1.20834	1.20834	1.20798	1.20824	360	0	0
2021.02.09	09:30:00	1.20824	1.20824	1.20798	1.20809	286	0	0
2021.02.09	09:35:00	1.20809	1.20836	1.20801	1.20817	232	0	0
2021.02.09	09:40:00	1.20816	1.20831	1.20793	1.20807	309	0	0
2021.02.09	09:45:00	1.20807	1.20824	1.20788	1.20816	315	0	0
2021.02.09	09:50:00	1.20816	1.20834	1.20792	1.20803	286	0	0
2021.02.09	09:55:00	1.20800	1.20839	1.20788	1.20811	396	0	0
2021.02.09	10:00:00	1.20812	1.20855	1.20780	1.20793	659	0	0
2021.02.09	10:05:00	1.20793	1.20817	1.20789	1.20813	473	0	0
2021.02.09	10:10:00	1.20813	1.20848	1.20795	1.20801	338	0	0
2021.02.09	10:15:00	1.20800	1.20812	1.20728	1.20730	384	0	0
2021.02.09	10:20:00	1.20729	1.20743	1.20701	1.20717	369	0	0
2021.02.09	10:25:00	1.20717	1.20735	1.20674	1.20685	360	0	0
2021.02.09	10:30:00	1.20685	1.20733	1.20685	1.20708	342	0	0
2021.02.09	10:35:00	1.20707	1.20763	1.20703	1.20762	236	0	0
2021.02.09	10:40:00	1.20762	1.20866	1.20761	1.20860	379	0	0
2021.02.09	10:45:00	1.20860	1.20958	1.20858	1.20905	728	0	0
2021.02.09	10:50:00	1.20905	1.20938	1.20878	1.20908	414	0	0
2021.02.09	10:55:00	1.20909	1.20975	1.20908	1.20975	452	0	0
2021.02.09	11:00:00	1.20974	1.21035	1.20957	1.20958	588	0	0
2021.02.09	11:05:00	1.20958	1.20992	1.20947	1.20991	491	0	0
2021.02.09	11:10:00	1.20991	1.21021	1.20975	1.21011	350	0	0
2021.02.09	11:15:00	1.21012	1.21037	1.20997	1.21002	416	0	0
2021.02.09	11:20:00	1.21002	1.21066	1.21001	1.21021	528	0	0
2021.02.09	11:25:00	1.21021	1.21025	1.20975	1.21007	466	0	0
2021.02.09	11:30:00	1.21008	1.21088	1.21007	1.21077	484	0	0
2021.02.09	11:35:00	1.21078	1.21080	1.21053	1.21074	414	0	0
2021.02.09	11:40:00	1.21075	1.21121	1.21059	1.21069	526	0	0
2021.02.09	11:45:00	1.21068	1.21095	1.21053	1.21092	363	0	0
2021.02.09	11:50:00	1.21092	1.21110	1.21075	1.21106	250	0	0
2021.02.09	11:55:00	1.21106	1.21165	1.21093	1.21096	482	0	0
2021.02.09	12:00:00	1.21096	1.21105	1.21074	1.21091	352	0	0
2021.02.09	12:05:00	1.21091	1.21101	1.21070	1.21093	326	0	0
2021.02.09	12:10:00	1.21090	1.21108	1.21064	1.21065	305	0	0
2021.02.09	12:15:00	1.21066	1.21074	1.21036	1.21056	319	0	0
2021.02.09	12:20:00	1.21056	1.21058	1.21030	1.21033	186	0	0
2021.02.09	12:25:00	1.21035	1.21054	1.21033	1.21046	193	0	0
2021.02.09	12:30:00	1.21047	1.21082	1.21046	1.21080	273	0	0
2021.02.09	12:35:00	1.21080	1.21126	1.21075	1.21116	438	0	0
2021.02.09	12:40:00	1.21114	1.21132	1.21077	1.21093	318	0	0
2021.02.09	12:45:00	1.21093	1.21110	1.21083	1.21098	291	0	0
2021.02.09	12:50:00	1.21097	1.21119	1.21090	1.21099	238	0	0
2021.02.09	12:55:00	1.21100	1.21101	1.21038	1.21041	525	0	0
2021.02.09	13:00:00	1.21041	1.21053	1.21019	1.21032	419	0	0
2021.02.09	13:05:00	1.21032	1.21035	1.21007	1.21013	252	0	0
2021.02.09	13:10:00	1.21012	1.21016	1.20978	1.20993	351	0	0
2021.02.09	13:15:00	1.20993	1.21004	1.20979	1.21003	177	0	0
2021.02.09	13:20:00	1.21004	1.21024	1.20999	1.21002	190	0	0
2021.02.09	13:25:00	1.21000	1.21032	1.20993	1.21002	280	0	0
2021.02.09	13:30:00	1.21000	1.21020	1.21000	1.21013	222	0	0
2021.02.09	13:35:00	1.21013	1.21027	1.21009	1.21020	152	0	0
2021.02.09	13:40:00	1.21020	1.21064	1.21017	1.21060	197	0	0
2021.02.09	13:45:00	1.21060	1.21062	1.21037	1.21044	162	0	0
2021.02.09	13:50:00	1.21042	1.21071	1.21038	1.21068	216	0	0
2021.02.09	13:55:00	1.21068	1.21070	1.21045	1.21053	242	0	0
2021.02.09	14:00:00	1.21051	1.21061	1.21035	1.21049	185	0	0
2021.02.09	14:05:00	1.21047	1.21056	1.21008	1.21024	320	0	0
2021.02.09	14:10:00	1.21022	1.21034	1.20997	1.21022	246	0	0
2021.02.09	14:15:00	1.21023	1.21043	1.21013	1.21038	218	0	0
2021.02.09	14:20:00	1.21038	1.21067	1.21037	1.21046	180	0	0
2021.02.09	14:25:00	1.21044	1.21055	1.21019	1.21039	202	0	0
2021.02.09	14:30:00	1.21035	1.21064	1.21023	1.21046	239	0	0
2021.02.09	14:35:00	1.21046	1.21060	1.21011	1.21047	265	0	0
2021.02.09	14:40:00	1.21047	1.21049	1.21000	1.21017	275	0	0
2021.02.09	14:45:00	1.21016	1.21017	1.20980	1.20986	223	0	0
2021.02.09	14:50:00	1.20985	1.21005	1.20985	1.21004	107	0	0
2021.02.09	14:55:00	1.21006	1.21027	1.20980	1.20991	276	0	0
2021.02.09	15:00:00	1.20991	1.21035	1.20968	1.21032	370	0	0
2021.02.09	15:05:00	1.21030	1.21057	1.21001	1.21017	330	0	0
2021.02.09	15:10:00	1.21016	1.21053	1.21011	1.21053	278	0	0
2021.02.09	15:15:00	1.21053	1.21056	1.20980	1.20993	250	0	0
2021.02.09	15:20:00	1.20992	1.21029	1.20968	1.21015	290	0	0
2021.02.09	15:25:00	1.21014	1.21014	1.20956	1.20975	286	0	0
2021.02.09	15:30:00	1.20974	1.20991	1.20901	1.20902	345	0	0
2021.02.09	15:35:00	1.20902	1.20947	1.20902	1.20938	306	0	0
2021.02.09	15:40:00	1.20938	1.20957	1.20934	1.20956	214	0	0
2021.02.09	15:45:00	1.20956	1.20985	1.20953	1.20985	225	0	0
2021.02.09	15:50:00	1.20985	1.20989	1.20972	1.20977	238	0	0
2021.02.09	15:55:00	1.20977	1.21027	1.20972	1.21017	280	0	0
2021.02.09	16:00:00	1.21019	1.21019	1.20930	1.20961	287	0	0
2021.02.09	16:05:00	1.20962	1.20986	1.20919	1.20947	282	0	0
2021.02.09	16:10:00	1.20947	1.20957	1.20923	1.20952	143	0	0
2021.02.09	16:15:00	1.20952	1.20987	1.20945	1.20986	244	0	0
2021.02.09	16:20:00	1.20986	1.20997	1.20960	1.20994	194	0	0
2021.02.09	16:25:00	1.20994	1.21014	1.20969	1.20981	280	0	0
2021.02.09	16:30:00	1.20981	1.21034	1.20964	1.21008	459	0	0
2021.02.09	16:35:00	1.21010	1.21022	1.20960	1.20961	497	0	0
2021.02.09	16:40:00	1.20961	1.20983	1.20904	1.20975	616	0	0
2021.02.09	16:45:00	1.20975	1.20987	1.20944	1.20983	405	0	0
2021.02.09	16:50:00	1.20985	1.21020	1.20953	1.20955	390	0	0
2021.02.09	16:55:00	1.20955	1.20977	1.20900	1.20913	472	0	0
2021.02.09	17:00:00	1.20913	1.20970	1.20913	1.20931	370	0	0
2021.02.09	17:05:00	1.20933	1.20973	1.20886	1.20972	454	0	0
2021.02.09	17:10:00	1.20972	1.20984	1.20956	1.20969	375	0	0
2021.02.09	17:15:00	1.20969	1.20977	1.20928	1.20929	293	0	0
2021.02.09	17:20:00	1.20930	1.21016	1.20929	1.20999	303	0	0
2021.02.09	17:25:00	1.20998	1.21013	1.20959	1.20971	271	0	0
2021.02.09	17:30:00	1.20973	1.20987	1.20950	1.20954	274	0	0
2021.02.09	17:35:00	1.20953	1.20977	1.20931	1.20951	348	0	0
2021.02.09	17:40:00	1.20951	1.20983	1.20951	1.20982	222	0	0
2021.02.09	17:45:00	1.20982	1.21008	1.20952	1.21008	301	0	0
2021.02.09	17:50:00	1.21008	1.21035	1.20971	1.20974	391	0	0
2021.02.09	17:55:00	1.20973	1.20979	1.20943	1.20978	352	0	0
2021.02.09	18:00:00	1.20978	1.20995	1.20942	1.20968	305	0	0
2021.02.09	18:05:00	1.20968	1.20993	1.20944	1.20952	219	0	0
2021.02.09	18:10:00	1.20953	1.20966	1.20934	1.20943	198	0	0
2021.02.09	18:15:00	1.20944	1.20953	1.20924	1.20927	190	0	0
2021.02.09	18:20:00	1.20927	1.20949	1.20923	1.20932	219	0	0
2021.02.09	18:25:00	1.20932	1.20968	1.20924	1.20954	242	0	0
2021.02.09	18:30:00	1.20956	1.20968	1.20953	1.20953	139	0	0
2021.02.09	18:35:00	1.20955	1.20977	1.20954	1.20974	149	0	0
2021.02.09	18:40:00	1.20974	1.21015	1.20974	1.21005	191	0	0
2021.02.09	18:45:00	1.21005	1.21016	1.20991	1.21015	141	0	0
2021.02.09	18:50:00	1.21017	1.21037	1.21010	1.21035	180	0	0
2021.02.09	18:55:00	1.21036	1.21064	1.21027	1.21049	211	0	0
2021.02.09	19:00:00	1.21049	1.21053	1.21038	1.21050	135	0	0
2021.02.09	19:05:00	1.21052	1.21058	1.21036	1.21055	175	0	0
2021.02.09	19:10:00	1.21055	1.21058	1.21033	1.21046	165	0	0
2021.02.09	19:15:00	1.21046	1.21054	1.21035	1.21035	82	0	0
2021.02.09	19:20:00	1.21035	1.21091	1.21035	1.21080	190	0	0
2021.02.09	19:25:00	1.21081	1.21081	1.21053	1.21057	148	0	0
2021.02.09	19:30:00	1.21057	1.21064	1.21040	1.21040	148	0	0
2021.02.09	19:35:00	1.21040	1.21064	1.21038	1.21064	92	0	0
2021.02.09	19:40:00	1.21065	1.21095	1.21047	1.21090	126	0	0
2021.02.09	19:45:00	1.21090	1.21090	1.21060	1.21083	116	0	0
2021.02.09	19:50:00	1.21083	1.21084	1.21042	1.21048	168	0	0
2021.02.09	19:55:00	1.21048	1.21069	1.21048	1.21054	212	0	0
2021.02.09	20:00:00	1.21054	1.21079	1.21047	1.21069	133	0	0
2021.02.09	20:05:00	1.21069	1.21071	1.21023	1.21028	95	0	0
2021.02.09	20:10:00	1.21028	1.21049	1.21026	1.21046	112	0	0
2021.02.09	20:15:00	1.21046	1.21051	1.21040	1.21049	74	0	0
2021.02.09	20:20:00	1.21049	1.21052	1.21032	1.21043	48	0	0
2021.02.09	20:25:00	1.21043	1.21046	1.21034	1.21046	97	0	0
2021.02.09	20:30:00	1.21046	1.21046	1.21029	1.21030	91	0	0
2021.02.09	20:35:00	1.21030	1.21036	1.21021	1.21030	104	0	0
2021.02.09	20:40:00	1.21030	1.21049	1.21030	1.21037	95	0	0
2021.02.09	20:45:00	1.21038	1.21055	1.21038	1.21040	149	0	0
2021.02.09	20:50:00	1.21040	1.21049	1.21040	1.21049	71	0	0
2021.02.09	20:55:00	1.21051	1.21059	1.21048	1.21053	99	0	0
2021.02.09	21:00:00	1.21053	1.21085	1.21053	1.21082	95	0	0
2021.02.09	21:05:00	1.21081	1.21086	1.21060	1.21072	94	0	0
2021.02.09	21:10:00	1.21072	1.21082	1.21067	1.21078	92	0	0
2021.02.09	21:15:00	1.21078	1.21090	1.21072	1.21087	92	0	0
2021.02.09	21:20:00	1.21087	1.21122	1.21087	1.21122	218	0	0
2021.02.09	21:25:00	1.21123	1.21143	1.21121	1.21143	220	0	0
2021.02.09	21:30:00	1.21141	1.21198	1.21130	1.21182	271	0	0
2021.02.09	21:35:00	1.21182	1.21204	1.21167	1.21200	219	0	0
2021.02.09	21:40:00	1.21198	1.21201	1.21180	1.21184	196	0	0
2021.02.09	21:45:00	1.21183	1.21183	1.21153	1.21166	271	0	0
2021.02.09	21:50:00	1.21165	1.21200	1.21165	1.21200	218	0	0
2021.02.09	21:55:00	1.21200	1.21209	1.21176	1.21187	279	0	0
2021.02.09	22:00:00	1.21187	1.21188	1.21172	1.21183	167	0	0
2021.02.09	22:05:00	1.21183	1.21183	1.21168	1.21172	168	0	0
2021.02.09	22:10:00	1.21172	1.21194	1.21171	1.21193	125	0	0
2021.02.09	22:15:00	1.21192	1.21203	1.21186	1.21186	208	0	0
2021.02.09	22:20:00	1.21186	1.21189	1.21171	1.21176	199	0	0
2021.02.09	22:25:00	1.21175	1.21178	1.21160	1.21177	150	0	0
2021.02.09	22:30:00	1.21176	1.21189	1.21168	1.21188	120	0	0
2021.02.09	22:35:00	1.21188	1.21197	1.21181	1.21182	111	0	0
2021.02.09	22:40:00	1.21182	1.21194	1.21176	1.21188	78	0	0
2021.02.09	22:45:00	1.21188	1.21192	1.21181	1.21182	71	0	0
2021.02.09	22:50:00	1.21181	1.21187	1.21170	1.21177	121	0	0
2021.02.09	22:55:00	1.21177	1.21185	1.21160	1.21168	193	0	0
2021.02.09	23:00:00	1.21170	1.21173	1.21155	1.21157	105	0	0
2021.02.09	23:05:00	1.21157	1.21179	1.21146	1.21175	228	0	0
2021.02.09	23:10:00	1.21175	1.21184	1.21172	1.21180	61	0	0
2021.02.09	23:15:00	1.21180	1.21184	1.21177	1.21183	41	0	0
2021.02.09	23:20:00	1.21183	1.21185	1.21176	1.21179	45	0	0
2021.02.09	23:25:00	1.21178	1.21194	1.21172	1.21193	110	0	0
2021.02.09	23:30:00	1.21193	1.21194	1.21188	1.21193	52	0	0
2021.02.09	23:35:00	1.21193	1.21193	1.21170	1.21177	122	0	0
2021.02.09	23:40:00	1.21178	1.21186	1.21175	1.21186	70	0	0
2021.02.09	23:45:00	1.21186	1.21188	1.21182	1.21183	100	0	0
2021.02.09	23:50:00	1.21184	1.21204	1.21176	1.21203	106	0	0
2021.02.09	23:55:00	1.21203	1.21221	1.21172	1.21174	152	0	0
2021.02.10	00:00:00	1.21173	1.21194	1.21160	1.21183	35	0	5
2021.02.10	00:05:00	1.21179	1.21194	1.21179	1.21192	67	0	12
2021.02.10	00:10:00	1.21186	1.21197	1.21178	1.21188	55	0	5
2021.02.10	00:15:00	1.21182	1.21188	1.21158	1.21167	73	0	1
2021.02.10	00:20:00	1.21167	1.21179	1.21165	1.21175	67	0	1
2021.02.10	00:25:00	1.21175	1.21177	1.21166	1.21168	34	0	5
2021.02.10	00:30:00	1.21163	1.21172	1.21160	1.21172	34	0	4
2021.02.10	00:35:00	1.21172	1.21182	1.21162	1.21173	97	0	8
2021.02.10	00:40:00	1.21173	1.21185	1.21170	1.21170	76	0	11
2021.02.10	00:45:00	1.21171	1.21173	1.21167	1.21171	73	0	21
2021.02.10	00:50:00	1.21166	1.21173	1.21166	1.21169	99	0	19
2021.02.10	00:55:00	1.21170	1.21186	1.21156	1.21186	154	0	11
2021.02.10	01:00:00	1.21187	1.21188	1.21161	1.21165	149	0	2
2021.02.10	01:05:00	1.21165	1.21173	1.21164	1.21165	73	0	2
2021.02.10	01:10:00	1.21164	1.21168	1.21157	1.21168	68	0	1
2021.02.10	01:15:00	1.21167	1.21187	1.21167	1.21187	69	0	0
2021.02.10	01:20:00	1.21188	1.21188	1.21174	1.21180	52	0	0
2021.02.10	01:25:00	1.21180	1.21186	1.21162	1.21162	59	0	1
2021.02.10	01:30:00	1.21167	1.21179	1.21164	1.21177	67	0	0
2021.02.10	01:35:00	1.21184	1.21192	1.21168	1.21171	55	0	0
2021.02.10	01:40:00	1.21171	1.21184	1.21171	1.21175	74	0	0
2021.02.10	01:45:00	1.21175	1.21180	1.21170	1.21174	48	0	0
2021.02.10	01:50:00	1.21175	1.21182	1.21156	1.21177	83	0	0
2021.02.10	01:55:00	1.21177	1.21179	1.21161	1.21162	33	0	0
2021.02.10	02:00:00	1.21165	1.21171	1.21139	1.21153	141	0	0
2021.02.10	02:05:00	1.21152	1.21162	1.21143	1.21151	89	0	0
2021.02.10	02:10:00	1.21152	1.21170	1.21152	1.21159	112	0	0
2021.02.10	02:15:00	1.21159	1.21162	1.21152	1.21159	62	0	0
2021.02.10	02:20:00	1.21159	1.21169	1.21158	1.21167	69	0	1
2021.02.10	02:25:00	1.21167	1.21168	1.21148	1.21153	119	0	0
2021.02.10	02:30:00	1.21153	1.21160	1.21147	1.21150	91	0	0
2021.02.10	02:35:00	1.21150	1.21156	1.21142	1.21148	45	0	0
2021.02.10	02:40:00	1.21150	1.21151	1.21124	1.21125	88	0	0
2021.02.10	02:45:00	1.21125	1.21142	1.21121	1.21142	99	0	0
2021.02.10	02:50:00	1.21142	1.21156	1.21128	1.21142	166	0	0
2021.02.10	02:55:00	1.21142	1.21147	1.21127	1.21146	80	0	0
2021.02.10	03:00:00	1.21147	1.21167	1.21140	1.21153	117	0	0
2021.02.10	03:05:00	1.21153	1.21158	1.21107	1.21107	100	0	0
2021.02.10	03:10:00	1.21107	1.21123	1.21088	1.21091	179	0	0
2021.02.10	03:15:00	1.21090	1.21124	1.21090	1.21119	184	0	0
2021.02.10	03:20:00	1.21119	1.21121	1.21104	1.21104	134	0	0
2021.02.10	03:25:00	1.21104	1.21116	1.21100	1.21110	54	0	0
2021.02.10	03:30:00	1.21112	1.21119	1.21089	1.21105	132	0	0
2021.02.10	03:35:00	1.21104	1.21116	1.21098	1.21108	164	0	0
2021.02.10	03:40:00	1.21109	1.21135	1.21104	1.21133	179	0	0
2021.02.10	03:45:00	1.21134	1.21154	1.21131	1.21143	132	0	0
2021.02.10	03:50:00	1.21143	1.21157	1.21143	1.21154	91	0	0
2021.02.10	03:55:00	1.21155	1.21182	1.21155	1.21159	172	0	0
2021.02.10	04:00:00	1.21160	1.21188	1.21158	1.21178	130	0	0
2021.02.10	04:05:00	1.21179	1.21185	1.21169	1.21169	49	0	1
2021.02.10	04:10:00	1.21169	1.21180	1.21163	1.21178	52	0	0
2021.02.10	04:15:00	1.21178	1.21189	1.21170	1.21179	95	0	0
2021.02.10	04:20:00	1.21178	1.21196	1.21175	1.21191	70	0	0
2021.02.10	04:25:00	1.21192	1.21194	1.21171	1.21180	68	0	0
2021.02.10	04:30:00	1.21182	1.21204	1.21182	1.21196	95	0	0
2021.02.10	04:35:00	1.21196	1.21267	1.21193	1.21238	314	0	0
2021.02.10	04:40:00	1.21238	1.21254	1.21230	1.21250	105	0	0
2021.02.10	04:45:00	1.21250	1.21260	1.21250	1.21255	64	0	0
2021.02.10	04:50:00	1.21256	1.21257	1.21236	1.21247	91	0	0
2021.02.10	04:55:00	1.21246	1.21263	1.21241	1.21246	86	0	0
2021.02.10	05:00:00	1.21247	1.21257	1.21244	1.21252	130	0	0
2021.02.10	05:05:00	1.21252	1.21282	1.21252	1.21276	142	0	0
2021.02.10	05:10:00	1.21276	1.21285	1.21269	1.21282	109	0	0
2021.02.10	05:15:00	1.21283	1.21286	1.21270	1.21283	78	0	0
2021.02.10	05:20:00	1.21288	1.21296	1.21274	1.21279	78	0	0
2021.02.10	05:25:00	1.21280	1.21298	1.21279	1.21283	85	0	0
2021.02.10	05:30:00	1.21284	1.21291	1.21272	1.21278	66	0	0
