<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.03.16	22:27:00	1.19030	1.19030	1.19029	1.19029	2	0	3
2021.03.16	22:28:00	1.19029	1.19036	1.19029	1.19035	8	0	1
2021.03.16	22:29:00	1.19030	1.19032	1.19029	1.19030	11	0	1
2021.03.16	22:30:00	1.19030	1.19032	1.19029	1.19030	16	0	1
2021.03.16	22:31:00	1.19029	1.19029	1.19024	1.19025	9	0	1
2021.03.16	22:32:00	1.19026	1.19032	1.19026	1.19030	12	0	1
2021.03.16	22:33:00	1.19030	1.19031	1.19024	1.19024	12	0	1
2021.03.16	22:34:00	1.19024	1.19028	1.19024	1.19024	6	0	1
2021.03.16	22:35:00	1.19024	1.19027	1.19022	1.19023	9	0	1
2021.03.16	22:36:00	1.19023	1.19025	1.19016	1.19023	13	0	1
2021.03.16	22:37:00	1.19022	1.19023	1.19015	1.19016	24	0	1
2021.03.16	22:38:00	1.19015	1.19016	1.19011	1.19012	55	0	1
2021.03.16	22:39:00	1.19012	1.19020	1.19012	1.19018	26	0	1
2021.03.16	22:40:00	1.19017	1.19023	1.19017	1.19023	19	0	1
2021.03.16	22:41:00	1.19023	1.19026	1.19023	1.19023	9	0	1
2021.03.16	22:42:00	1.19023	1.19026	1.19023	1.19026	10	0	1
2021.03.16	22:43:00	1.19026	1.19026	1.19022	1.19022	11	0	1
2021.03.16	22:44:00	1.19020	1.19025	1.19020	1.19022	18	0	1
2021.03.16	22:45:00	1.19022	1.19030	1.19022	1.19028	18	0	1
2021.03.16	22:46:00	1.19027	1.19028	1.19025	1.19026	11	0	2
2021.03.16	22:47:00	1.19025	1.19027	1.19025	1.19025	5	0	2
2021.03.16	22:48:00	1.19024	1.19025	1.19024	1.19025	2	0	1
2021.03.16	22:49:00	1.19025	1.19030	1.19021	1.19025	20	0	1
2021.03.16	22:50:00	1.19025	1.19026	1.19022	1.19025	14	0	1
2021.03.16	22:51:00	1.19025	1.19030	1.19025	1.19028	10	0	2
2021.03.16	22:52:00	1.19029	1.19030	1.19025	1.19025	4	0	1
2021.03.16	22:53:00	1.19025	1.19027	1.19025	1.19027	3	0	1
2021.03.16	22:54:00	1.19027	1.19028	1.19026	1.19026	4	0	1
2021.03.16	22:55:00	1.19026	1.19032	1.19026	1.19030	14	0	2
2021.03.16	22:56:00	1.19030	1.19036	1.19025	1.19036	35	0	1
2021.03.16	22:57:00	1.19035	1.19037	1.19024	1.19026	20	0	1
2021.03.16	22:58:00	1.19023	1.19027	1.19016	1.19025	42	0	1
2021.03.16	22:59:00	1.19025	1.19025	1.19013	1.19020	24	0	2
2021.03.16	23:00:00	1.19017	1.19050	1.19015	1.19019	10	0	8
2021.03.16	23:01:00	1.19019	1.19019	1.18998	1.18998	15	0	7
2021.03.16	23:02:00	1.19000	1.19001	1.18998	1.18998	6	0	7
2021.03.16	23:03:00	1.18971	1.18999	1.18971	1.18991	7	0	8
2021.03.16	23:04:00	1.18992	1.19016	1.18991	1.19006	5	0	28
2021.03.16	23:05:00	1.19008	1.19014	1.19007	1.19007	7	0	28
2021.03.16	23:06:00	1.19008	1.19008	1.19007	1.19007	2	0	28
2021.03.16	23:07:00	1.19007	1.19018	1.19003	1.19003	9	0	6
2021.03.16	23:08:00	1.19006	1.19006	1.19003	1.19004	3	0	24
2021.03.16	23:09:00	1.19009	1.19009	1.18989	1.18999	20	0	24
2021.03.16	23:10:00	1.18999	1.19001	1.18998	1.18999	5	0	24
2021.03.16	23:11:00	1.18999	1.19003	1.18998	1.19001	5	0	28
2021.03.16	23:12:00	1.19001	1.19002	1.19001	1.19002	2	0	28
2021.03.16	23:13:00	1.18982	1.19002	1.18981	1.19002	3	0	28
2021.03.16	23:14:00	1.19001	1.19001	1.18976	1.18985	7	0	28
2021.03.16	23:15:00	1.18990	1.18998	1.18987	1.18998	5	0	24
2021.03.16	23:16:00	1.18998	1.18999	1.18984	1.18984	8	0	22
2021.03.16	23:17:00	1.18983	1.18985	1.18982	1.18983	12	0	27
2021.03.16	23:18:00	1.18984	1.18986	1.18983	1.18983	14	0	24
2021.03.16	23:19:00	1.18984	1.18984	1.18982	1.18984	6	0	24
2021.03.16	23:20:00	1.18984	1.19005	1.18980	1.18980	6	0	8
2021.03.16	23:21:00	1.18984	1.19008	1.18982	1.19003	14	0	8
2021.03.16	23:22:00	1.18998	1.19016	1.18987	1.19009	19	0	6
2021.03.16	23:23:00	1.19016	1.19018	1.19011	1.19012	14	0	11
2021.03.16	23:24:00	1.19012	1.19015	1.19010	1.19010	5	0	28
2021.03.16	23:25:00	1.19017	1.19017	1.19013	1.19013	5	0	24
2021.03.16	23:26:00	1.19016	1.19018	1.19016	1.19017	3	0	27
2021.03.16	23:27:00	1.19013	1.19020	1.19013	1.19020	7	0	24
2021.03.16	23:28:00	1.19020	1.19023	1.19005	1.19005	33	0	10
2021.03.16	23:29:00	1.19015	1.19020	1.19004	1.19015	33	0	24
2021.03.16	23:30:00	1.19015	1.19021	1.19012	1.19020	17	0	25
2021.03.16	23:31:00	1.19020	1.19032	1.19019	1.19029	19	0	28
2021.03.16	23:32:00	1.19028	1.19032	1.19023	1.19030	38	0	28
2021.03.16	23:33:00	1.19029	1.19035	1.19025	1.19034	13	0	28
2021.03.16	23:34:00	1.19039	1.19043	1.19019	1.19036	28	0	22
2021.03.16	23:35:00	1.19036	1.19040	1.19034	1.19036	32	0	13
2021.03.16	23:36:00	1.19037	1.19037	1.19026	1.19026	14	0	12
2021.03.16	23:37:00	1.19026	1.19037	1.19023	1.19032	46	0	16
2021.03.16	23:38:00	1.19026	1.19040	1.19017	1.19035	62	0	18
2021.03.16	23:39:00	1.19036	1.19045	1.19016	1.19018	44	0	17
2021.03.16	23:40:00	1.19020	1.19020	1.19003	1.19014	21	0	26
2021.03.16	23:41:00	1.19013	1.19023	1.19013	1.19023	20	0	28
2021.03.16	23:42:00	1.19023	1.19028	1.19018	1.19018	16	0	23
2021.03.16	23:43:00	1.19021	1.19022	1.19018	1.19022	3	0	24
2021.03.16	23:44:00	1.19022	1.19024	1.19019	1.19024	6	0	11
2021.03.16	23:45:00	1.19018	1.19033	1.19018	1.19031	15	0	28
2021.03.16	23:46:00	1.19032	1.19038	1.19032	1.19032	6	0	28
2021.03.16	23:47:00	1.19030	1.19033	1.19020	1.19021	15	0	28
2021.03.16	23:48:00	1.19021	1.19022	1.19020	1.19021	4	0	28
2021.03.16	23:49:00	1.19021	1.19028	1.19019	1.19019	8	0	28
2021.03.16	23:50:00	1.19019	1.19026	1.19014	1.19019	20	0	26
2021.03.16	23:51:00	1.19018	1.19019	1.19016	1.19016	6	0	28
2021.03.16	23:52:00	1.19016	1.19017	1.19015	1.19015	8	0	28
2021.03.16	23:53:00	1.19016	1.19016	1.19012	1.19013	3	0	28
2021.03.16	23:54:00	1.19012	1.19019	1.19011	1.19012	5	0	28
2021.03.16	23:55:00	1.19011	1.19027	1.19011	1.19016	38	0	24
2021.03.16	23:56:00	1.19015	1.19018	1.19010	1.19012	37	0	23
2021.03.16	23:57:00	1.19014	1.19017	1.19009	1.19012	45	0	24
2021.03.16	23:58:00	1.19009	1.19015	1.19009	1.19010	26	0	25
2021.03.16	23:59:00	1.19011	1.19015	1.19007	1.19009	21	0	26
2021.03.17	00:00:00	1.19009	1.19030	1.19009	1.19025	72	0	6
2021.03.17	00:01:00	1.19026	1.19031	1.19026	1.19030	10	0	7
2021.03.17	00:02:00	1.19030	1.19037	1.19030	1.19036	13	0	3
2021.03.17	00:03:00	1.19038	1.19038	1.19030	1.19030	11	0	4
2021.03.17	00:04:00	1.19031	1.19034	1.19030	1.19033	5	0	4
2021.03.17	00:05:00	1.19034	1.19035	1.19030	1.19030	10	0	4
2021.03.17	00:06:00	1.19028	1.19028	1.19022	1.19024	13	0	3
2021.03.17	00:07:00	1.19025	1.19026	1.19021	1.19024	26	0	2
2021.03.17	00:08:00	1.19025	1.19027	1.19023	1.19026	13	0	1
2021.03.17	00:09:00	1.19027	1.19033	1.19027	1.19030	25	0	1
2021.03.17	00:10:00	1.19029	1.19033	1.19027	1.19029	13	0	1
2021.03.17	00:11:00	1.19029	1.19029	1.19024	1.19024	13	0	2
2021.03.17	00:12:00	1.19025	1.19029	1.19022	1.19028	31	0	1
2021.03.17	00:13:00	1.19028	1.19033	1.19026	1.19031	17	0	1
2021.03.17	00:14:00	1.19030	1.19034	1.19029	1.19032	38	0	1
2021.03.17	00:15:00	1.19031	1.19032	1.19027	1.19031	15	0	1
2021.03.17	00:16:00	1.19031	1.19032	1.19031	1.19031	9	0	3
2021.03.17	00:17:00	1.19031	1.19033	1.19030	1.19032	16	0	1
2021.03.17	00:18:00	1.19033	1.19033	1.19030	1.19030	9	0	2
2021.03.17	00:19:00	1.19032	1.19034	1.19032	1.19032	11	0	3
2021.03.17	00:20:00	1.19033	1.19034	1.19031	1.19033	9	0	2
2021.03.17	00:21:00	1.19032	1.19036	1.19030	1.19033	9	0	1
2021.03.17	00:22:00	1.19032	1.19035	1.19031	1.19031	11	0	2
2021.03.17	00:23:00	1.19031	1.19034	1.19030	1.19030	19	0	3
2021.03.17	00:24:00	1.19033	1.19036	1.19030	1.19030	13	0	1
2021.03.17	00:25:00	1.19038	1.19038	1.19033	1.19033	9	0	1
2021.03.17	00:26:00	1.19032	1.19033	1.19032	1.19033	6	0	3
2021.03.17	00:27:00	1.19033	1.19034	1.19030	1.19031	13	0	1
2021.03.17	00:28:00	1.19031	1.19031	1.19022	1.19028	22	0	2
2021.03.17	00:29:00	1.19028	1.19032	1.19022	1.19025	21	0	1
2021.03.17	00:30:00	1.19024	1.19027	1.19022	1.19023	27	0	1
2021.03.17	00:31:00	1.19024	1.19032	1.19021	1.19029	25	0	1
2021.03.17	00:32:00	1.19029	1.19030	1.19027	1.19028	10	0	2
2021.03.17	00:33:00	1.19029	1.19032	1.19027	1.19028	10	0	1
2021.03.17	00:34:00	1.19026	1.19031	1.19025	1.19030	10	0	2
2021.03.17	00:35:00	1.19029	1.19029	1.19016	1.19019	14	0	2
2021.03.17	00:36:00	1.19015	1.19024	1.19015	1.19024	30	0	1
2021.03.17	00:37:00	1.19024	1.19024	1.19022	1.19023	14	0	1
2021.03.17	00:38:00	1.19022	1.19023	1.19018	1.19019	11	0	1
2021.03.17	00:39:00	1.19019	1.19020	1.19018	1.19018	10	0	1
2021.03.17	00:40:00	1.19018	1.19029	1.19018	1.19027	21	0	1
2021.03.17	00:41:00	1.19027	1.19028	1.19023	1.19026	16	0	1
2021.03.17	00:42:00	1.19026	1.19035	1.19025	1.19035	21	0	1
2021.03.17	00:43:00	1.19035	1.19038	1.19035	1.19038	8	0	2
2021.03.17	00:44:00	1.19038	1.19039	1.19037	1.19039	4	0	1
2021.03.17	00:45:00	1.19039	1.19039	1.19034	1.19034	8	0	2
2021.03.17	00:46:00	1.19034	1.19037	1.19029	1.19033	6	0	1
2021.03.17	00:47:00	1.19033	1.19036	1.19033	1.19033	9	0	1
2021.03.17	00:48:00	1.19036	1.19036	1.19029	1.19029	11	0	1
2021.03.17	00:49:00	1.19030	1.19030	1.19025	1.19025	7	0	1
2021.03.17	00:50:00	1.19025	1.19028	1.19022	1.19026	7	0	2
2021.03.17	00:51:00	1.19020	1.19026	1.19020	1.19024	15	0	1
2021.03.17	00:52:00	1.19024	1.19028	1.19023	1.19024	9	0	1
2021.03.17	00:53:00	1.19024	1.19026	1.19024	1.19024	7	0	3
2021.03.17	00:54:00	1.19026	1.19027	1.19022	1.19024	7	0	2
2021.03.17	00:55:00	1.19023	1.19029	1.19023	1.19024	16	0	2
2021.03.17	00:56:00	1.19024	1.19030	1.19023	1.19026	11	0	1
2021.03.17	00:57:00	1.19023	1.19026	1.19020	1.19024	17	0	1
2021.03.17	00:58:00	1.19024	1.19025	1.19018	1.19019	17	0	1
2021.03.17	00:59:00	1.19019	1.19023	1.19018	1.19020	21	0	1
2021.03.17	01:00:00	1.19019	1.19026	1.19014	1.19017	69	0	1
2021.03.17	01:01:00	1.19017	1.19023	1.19015	1.19018	51	0	1
2021.03.17	01:02:00	1.19018	1.19027	1.19014	1.19025	36	0	1
2021.03.17	01:03:00	1.19025	1.19037	1.19025	1.19034	31	0	1
2021.03.17	01:04:00	1.19034	1.19035	1.19031	1.19034	17	0	1
2021.03.17	01:05:00	1.19034	1.19041	1.19031	1.19034	30	0	1
2021.03.17	01:06:00	1.19035	1.19035	1.19033	1.19034	13	0	3
2021.03.17	01:07:00	1.19034	1.19035	1.19032	1.19034	5	0	2
2021.03.17	01:08:00	1.19034	1.19042	1.19034	1.19041	18	0	1
2021.03.17	01:09:00	1.19041	1.19043	1.19038	1.19040	18	0	1
2021.03.17	01:10:00	1.19040	1.19041	1.19037	1.19039	16	0	1
2021.03.17	01:11:00	1.19040	1.19040	1.19033	1.19033	23	0	2
2021.03.17	01:12:00	1.19033	1.19040	1.19033	1.19038	15	0	1
2021.03.17	01:13:00	1.19038	1.19043	1.19038	1.19038	20	0	1
2021.03.17	01:14:00	1.19039	1.19044	1.19037	1.19037	20	0	2
2021.03.17	01:15:00	1.19038	1.19043	1.19038	1.19043	15	0	1
2021.03.17	01:16:00	1.19043	1.19043	1.19038	1.19041	9	0	1
2021.03.17	01:17:00	1.19042	1.19042	1.19037	1.19038	17	0	1
2021.03.17	01:18:00	1.19039	1.19042	1.19032	1.19038	26	0	1
2021.03.17	01:19:00	1.19037	1.19039	1.19033	1.19036	17	0	2
2021.03.17	01:20:00	1.19035	1.19039	1.19026	1.19026	27	0	1
2021.03.17	01:21:00	1.19026	1.19031	1.19024	1.19031	25	0	1
2021.03.17	01:22:00	1.19031	1.19031	1.19027	1.19029	13	0	1
2021.03.17	01:23:00	1.19029	1.19030	1.19026	1.19029	5	0	3
2021.03.17	01:24:00	1.19029	1.19030	1.19029	1.19030	2	0	1
2021.03.17	01:25:00	1.19031	1.19033	1.19029	1.19029	15	0	1
2021.03.17	01:26:00	1.19030	1.19034	1.19030	1.19032	8	0	1
2021.03.17	01:27:00	1.19033	1.19033	1.19030	1.19030	8	0	1
2021.03.17	01:28:00	1.19029	1.19030	1.19022	1.19024	22	0	1
2021.03.17	01:29:00	1.19023	1.19025	1.19018	1.19023	17	0	1
2021.03.17	01:30:00	1.19023	1.19026	1.19019	1.19023	17	0	1
2021.03.17	01:31:00	1.19023	1.19032	1.19021	1.19029	25	0	1
2021.03.17	01:32:00	1.19028	1.19033	1.19026	1.19032	22	0	1
2021.03.17	01:33:00	1.19032	1.19033	1.19028	1.19030	20	0	1
2021.03.17	01:34:00	1.19031	1.19032	1.19029	1.19031	11	0	1
2021.03.17	01:35:00	1.19031	1.19036	1.19029	1.19030	32	0	1
2021.03.17	01:36:00	1.19030	1.19038	1.19028	1.19038	28	0	1
2021.03.17	01:37:00	1.19039	1.19039	1.19033	1.19033	10	0	1
2021.03.17	01:38:00	1.19034	1.19040	1.19034	1.19039	32	0	1
2021.03.17	01:39:00	1.19038	1.19044	1.19038	1.19038	18	0	2
2021.03.17	01:40:00	1.19039	1.19041	1.19038	1.19040	18	0	2
2021.03.17	01:41:00	1.19040	1.19047	1.19040	1.19044	18	0	1
2021.03.17	01:42:00	1.19042	1.19045	1.19041	1.19044	19	0	3
2021.03.17	01:43:00	1.19044	1.19045	1.19043	1.19043	15	0	3
2021.03.17	01:44:00	1.19043	1.19046	1.19043	1.19045	18	0	2
2021.03.17	01:45:00	1.19045	1.19048	1.19043	1.19044	16	0	1
2021.03.17	01:46:00	1.19044	1.19047	1.19038	1.19040	14	0	1
2021.03.17	01:47:00	1.19040	1.19045	1.19039	1.19044	25	0	2
2021.03.17	01:48:00	1.19044	1.19049	1.19042	1.19046	24	0	1
2021.03.17	01:49:00	1.19045	1.19047	1.19043	1.19044	15	0	3
2021.03.17	01:50:00	1.19043	1.19044	1.19039	1.19039	10	0	2
2021.03.17	01:51:00	1.19038	1.19038	1.19031	1.19031	9	0	3
2021.03.17	01:52:00	1.19031	1.19031	1.19022	1.19022	32	0	1
2021.03.17	01:53:00	1.19025	1.19026	1.19021	1.19022	26	0	2
2021.03.17	01:54:00	1.19022	1.19030	1.19022	1.19023	19	0	1
2021.03.17	01:55:00	1.19024	1.19024	1.19002	1.19006	60	0	1
2021.03.17	01:56:00	1.19006	1.19013	1.19004	1.19009	18	0	1
2021.03.17	01:57:00	1.19010	1.19015	1.19008	1.19013	15	0	2
2021.03.17	01:58:00	1.19014	1.19024	1.19011	1.19021	24	0	1
2021.03.17	01:59:00	1.19021	1.19023	1.19019	1.19023	7	0	3
2021.03.17	02:00:00	1.19023	1.19027	1.19019	1.19026	36	0	1
2021.03.17	02:01:00	1.19025	1.19026	1.19019	1.19020	34	0	1
2021.03.17	02:02:00	1.19022	1.19038	1.19022	1.19038	25	0	1
2021.03.17	02:03:00	1.19038	1.19045	1.19034	1.19044	32	0	1
2021.03.17	02:04:00	1.19045	1.19046	1.19040	1.19045	25	0	1
2021.03.17	02:05:00	1.19044	1.19045	1.19032	1.19039	40	0	1
2021.03.17	02:06:00	1.19039	1.19045	1.19038	1.19045	30	0	1
2021.03.17	02:07:00	1.19046	1.19049	1.19045	1.19045	13	0	1
2021.03.17	02:08:00	1.19049	1.19050	1.19043	1.19045	25	0	1
2021.03.17	02:09:00	1.19045	1.19046	1.19044	1.19046	18	0	1
2021.03.17	02:10:00	1.19046	1.19046	1.19040	1.19043	9	0	1
2021.03.17	02:11:00	1.19043	1.19047	1.19042	1.19045	20	0	2
2021.03.17	02:12:00	1.19046	1.19052	1.19044	1.19051	27	0	2
2021.03.17	02:13:00	1.19052	1.19056	1.19051	1.19056	17	0	1
2021.03.17	02:14:00	1.19056	1.19060	1.19056	1.19057	28	0	1
2021.03.17	02:15:00	1.19057	1.19058	1.19040	1.19040	50	0	1
2021.03.17	02:16:00	1.19040	1.19040	1.19012	1.19021	118	0	1
2021.03.17	02:17:00	1.19021	1.19021	1.19011	1.19015	56	0	1
2021.03.17	02:18:00	1.19016	1.19023	1.19007	1.19023	66	0	1
2021.03.17	02:19:00	1.19022	1.19030	1.19021	1.19025	17	0	1
2021.03.17	02:20:00	1.19025	1.19032	1.19024	1.19024	35	0	1
2021.03.17	02:21:00	1.19025	1.19033	1.19025	1.19031	24	0	1
2021.03.17	02:22:00	1.19031	1.19031	1.19027	1.19029	20	0	1
2021.03.17	02:23:00	1.19030	1.19031	1.19029	1.19030	5	0	1
2021.03.17	02:24:00	1.19030	1.19039	1.19030	1.19035	23	0	1
2021.03.17	02:25:00	1.19034	1.19047	1.19034	1.19043	24	0	1
2021.03.17	02:26:00	1.19043	1.19046	1.19042	1.19045	10	0	1
2021.03.17	02:27:00	1.19046	1.19051	1.19046	1.19048	11	0	1
2021.03.17	02:28:00	1.19048	1.19052	1.19043	1.19045	20	0	1
2021.03.17	02:29:00	1.19045	1.19045	1.19038	1.19044	21	0	1
2021.03.17	02:30:00	1.19044	1.19045	1.19034	1.19035	27	0	1
2021.03.17	02:31:00	1.19035	1.19035	1.19031	1.19032	18	0	1
2021.03.17	02:32:00	1.19032	1.19038	1.19031	1.19038	26	0	1
2021.03.17	02:33:00	1.19040	1.19050	1.19036	1.19049	35	0	1
2021.03.17	02:34:00	1.19049	1.19049	1.19031	1.19032	38	0	1
2021.03.17	02:35:00	1.19032	1.19032	1.19023	1.19026	38	0	1
2021.03.17	02:36:00	1.19026	1.19030	1.19022	1.19029	40	0	1
2021.03.17	02:37:00	1.19029	1.19060	1.19029	1.19060	35	0	1
2021.03.17	02:38:00	1.19060	1.19060	1.19048	1.19049	30	0	1
2021.03.17	02:39:00	1.19049	1.19049	1.19044	1.19046	18	0	1
2021.03.17	02:40:00	1.19046	1.19048	1.19039	1.19047	31	0	1
2021.03.17	02:41:00	1.19048	1.19051	1.19045	1.19049	23	0	1
2021.03.17	02:42:00	1.19048	1.19050	1.19045	1.19048	22	0	1
2021.03.17	02:43:00	1.19049	1.19053	1.19044	1.19045	30	0	1
2021.03.17	02:44:00	1.19045	1.19049	1.19039	1.19039	34	0	1
2021.03.17	02:45:00	1.19039	1.19039	1.19025	1.19033	65	0	1
2021.03.17	02:46:00	1.19034	1.19044	1.19032	1.19040	48	0	1
2021.03.17	02:47:00	1.19040	1.19044	1.19035	1.19035	24	0	1
2021.03.17	02:48:00	1.19032	1.19033	1.19028	1.19029	37	0	1
2021.03.17	02:49:00	1.19029	1.19041	1.19027	1.19041	63	0	1
2021.03.17	02:50:00	1.19041	1.19043	1.19036	1.19037	32	0	1
2021.03.17	02:51:00	1.19037	1.19037	1.19025	1.19030	58	0	1
2021.03.17	02:52:00	1.19031	1.19033	1.19017	1.19019	53	0	1
2021.03.17	02:53:00	1.19020	1.19037	1.19019	1.19035	63	0	1
2021.03.17	02:54:00	1.19035	1.19035	1.19011	1.19012	106	0	1
2021.03.17	02:55:00	1.19013	1.19018	1.19006	1.19006	99	0	1
2021.03.17	02:56:00	1.19005	1.19013	1.18999	1.19009	89	0	1
2021.03.17	02:57:00	1.19008	1.19012	1.19007	1.19011	46	0	1
2021.03.17	02:58:00	1.19010	1.19020	1.19009	1.19018	31	0	1
2021.03.17	02:59:00	1.19019	1.19023	1.19012	1.19012	27	0	1
2021.03.17	03:00:00	1.19012	1.19021	1.19005	1.19016	56	0	1
2021.03.17	03:01:00	1.19016	1.19016	1.19001	1.19002	55	0	1
2021.03.17	03:02:00	1.19002	1.19002	1.18984	1.18987	70	0	1
2021.03.17	03:03:00	1.18987	1.19002	1.18987	1.18998	36	0	1
2021.03.17	03:04:00	1.19000	1.19007	1.18992	1.19005	47	0	1
2021.03.17	03:05:00	1.19005	1.19005	1.18999	1.19000	60	0	1
2021.03.17	03:06:00	1.19000	1.19013	1.19000	1.19012	35	0	1
2021.03.17	03:07:00	1.19012	1.19014	1.19002	1.19010	56	0	1
2021.03.17	03:08:00	1.19010	1.19015	1.19009	1.19012	43	0	1
2021.03.17	03:09:00	1.19012	1.19013	1.19004	1.19012	29	0	1
2021.03.17	03:10:00	1.19012	1.19013	1.19005	1.19005	31	0	1
2021.03.17	03:11:00	1.19005	1.19006	1.18993	1.19001	34	0	1
2021.03.17	03:12:00	1.19000	1.19001	1.18996	1.18999	22	0	1
2021.03.17	03:13:00	1.18998	1.19008	1.18998	1.19008	23	0	1
2021.03.17	03:14:00	1.19005	1.19005	1.18995	1.18995	44	0	1
2021.03.17	03:15:00	1.18994	1.19000	1.18991	1.18998	51	0	1
2021.03.17	03:16:00	1.18997	1.18997	1.18986	1.18988	53	0	1
2021.03.17	03:17:00	1.18988	1.18990	1.18981	1.18981	62	0	1
2021.03.17	03:18:00	1.18980	1.18981	1.18962	1.18962	97	0	1
2021.03.17	03:19:00	1.18962	1.18975	1.18962	1.18967	87	0	1
2021.03.17	03:20:00	1.18968	1.18979	1.18967	1.18977	69	0	1
2021.03.17	03:21:00	1.18977	1.18981	1.18976	1.18977	33	0	1
2021.03.17	03:22:00	1.18979	1.18981	1.18972	1.18972	47	0	1
2021.03.17	03:23:00	1.18971	1.18973	1.18966	1.18966	22	0	1
2021.03.17	03:24:00	1.18966	1.18966	1.18956	1.18956	39	0	1
2021.03.17	03:25:00	1.18956	1.18965	1.18956	1.18963	45	0	1
2021.03.17	03:26:00	1.18962	1.18962	1.18953	1.18954	45	0	1
2021.03.17	03:27:00	1.18953	1.18953	1.18942	1.18943	42	0	1
2021.03.17	03:28:00	1.18943	1.18954	1.18943	1.18952	57	0	1
2021.03.17	03:29:00	1.18951	1.18954	1.18948	1.18950	17	0	1
2021.03.17	03:30:00	1.18950	1.18958	1.18943	1.18954	62	0	1
2021.03.17	03:31:00	1.18955	1.18959	1.18946	1.18946	54	0	1
2021.03.17	03:32:00	1.18945	1.18948	1.18937	1.18938	62	0	1
2021.03.17	03:33:00	1.18939	1.18948	1.18933	1.18939	45	0	1
2021.03.17	03:34:00	1.18942	1.18949	1.18941	1.18942	53	0	1
2021.03.17	03:35:00	1.18942	1.18942	1.18932	1.18934	40	0	1
2021.03.17	03:36:00	1.18932	1.18939	1.18926	1.18938	74	0	1
2021.03.17	03:37:00	1.18939	1.18954	1.18938	1.18952	37	0	1
2021.03.17	03:38:00	1.18952	1.18962	1.18952	1.18962	39	0	1
2021.03.17	03:39:00	1.18962	1.18965	1.18958	1.18961	37	0	1
2021.03.17	03:40:00	1.18961	1.18964	1.18959	1.18961	31	0	1
2021.03.17	03:41:00	1.18961	1.18966	1.18959	1.18964	25	0	1
2021.03.17	03:42:00	1.18964	1.18968	1.18963	1.18967	24	0	1
2021.03.17	03:43:00	1.18968	1.18972	1.18960	1.18962	39	0	1
2021.03.17	03:44:00	1.18962	1.18962	1.18955	1.18959	49	0	1
2021.03.17	03:45:00	1.18960	1.18965	1.18954	1.18963	41	0	1
2021.03.17	03:46:00	1.18964	1.18968	1.18961	1.18961	42	0	1
2021.03.17	03:47:00	1.18961	1.18965	1.18960	1.18965	33	0	1
2021.03.17	03:48:00	1.18966	1.18970	1.18960	1.18967	39	0	1
2021.03.17	03:49:00	1.18970	1.18970	1.18962	1.18963	50	0	1
2021.03.17	03:50:00	1.18963	1.18970	1.18963	1.18968	26	0	1
2021.03.17	03:51:00	1.18969	1.18974	1.18968	1.18972	33	0	1
2021.03.17	03:52:00	1.18972	1.18972	1.18961	1.18962	17	0	1
2021.03.17	03:53:00	1.18962	1.18969	1.18962	1.18966	26	0	2
2021.03.17	03:54:00	1.18968	1.18975	1.18966	1.18974	52	0	1
2021.03.17	03:55:00	1.18974	1.18979	1.18973	1.18977	22	0	1
2021.03.17	03:56:00	1.18978	1.18984	1.18972	1.18972	19	0	1
2021.03.17	03:57:00	1.18973	1.18979	1.18972	1.18977	29	0	1
2021.03.17	03:58:00	1.18977	1.18981	1.18977	1.18978	9	0	1
2021.03.17	03:59:00	1.18978	1.18978	1.18968	1.18968	29	0	1
2021.03.17	04:00:00	1.18968	1.18971	1.18966	1.18969	39	0	1
2021.03.17	04:01:00	1.18969	1.18970	1.18960	1.18961	28	0	1
2021.03.17	04:02:00	1.18961	1.18964	1.18961	1.18961	24	0	1
2021.03.17	04:03:00	1.18961	1.18968	1.18961	1.18967	22	0	1
2021.03.17	04:04:00	1.18968	1.18976	1.18966	1.18975	20	0	2
2021.03.17	04:05:00	1.18975	1.18975	1.18964	1.18964	40	0	1
2021.03.17	04:06:00	1.18965	1.18975	1.18965	1.18975	33	0	1
2021.03.17	04:07:00	1.18975	1.18975	1.18961	1.18961	28	0	1
2021.03.17	04:08:00	1.18961	1.18969	1.18961	1.18968	19	0	1
2021.03.17	04:09:00	1.18969	1.18970	1.18966	1.18967	12	0	1
2021.03.17	04:10:00	1.18967	1.18976	1.18967	1.18975	25	0	1
2021.03.17	04:11:00	1.18975	1.18975	1.18970	1.18973	25	0	1
2021.03.17	04:12:00	1.18973	1.18976	1.18973	1.18975	12	0	1
2021.03.17	04:13:00	1.18975	1.18985	1.18975	1.18983	15	0	1
2021.03.17	04:14:00	1.18984	1.18985	1.18981	1.18981	28	0	1
2021.03.17	04:15:00	1.18980	1.18984	1.18979	1.18984	30	0	1
2021.03.17	04:16:00	1.18984	1.18991	1.18983	1.18991	18	0	1
2021.03.17	04:17:00	1.18990	1.18993	1.18987	1.18989	17	0	1
2021.03.17	04:18:00	1.18990	1.18991	1.18989	1.18990	12	0	1
2021.03.17	04:19:00	1.18991	1.18995	1.18990	1.18994	13	0	1
2021.03.17	04:20:00	1.18994	1.18994	1.18989	1.18990	13	0	1
2021.03.17	04:21:00	1.18990	1.18991	1.18981	1.18984	23	0	1
2021.03.17	04:22:00	1.18984	1.18990	1.18980	1.18985	23	0	1
2021.03.17	04:23:00	1.18985	1.18989	1.18983	1.18989	15	0	1
